Дата,Группа,№ Группы,№ Объявления,Тип площадки,Формат,Размер изображения,Тип устройства,Пол,Категория таргетинга,Упоминание брендов,Уровень платежеспособности,Возраст,Заголовок,Текст,Ссылка,Показы,Взвешенные показы,Клики,CTR (%),wCTR (%),Расход (руб.),Конверсия (%)/Товар добавлен в корзину,Конверсия (%)/Заказ оформлен,Конверсия (%)/Лид с Centra Market//Динамика,Конверсии/Товар добавлен в корзину,Конверсии/Заказ оформлен,Конверсии/Лид с Centra Market//Динамика
09.05.2024,Велосипед Купить,4296804896,M-9591380816,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,45-54,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.57,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Купить,4296804896,M-9591380816,поиск,текстовый,без изображения,мобильные,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,младше 18,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Купить,4296804896,M-9591380816,поиск,текстовый,без изображения,мобильные,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,35-44,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,2,1.86,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Купить,4296804896,M-9591380816,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,25-34,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.66,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Купить,4296804896,M-9591380816,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,2,1.4,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Купить,4296804896,M-9591380816,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,45-54,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.28,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Купить,4296804896,M-9591380818,поиск,текстовый,без изображения,мобильные,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,25-34,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,2,1.08,1,50.0,92.17,13.56,-,-,-,-,-,-
09.05.2024,Велосипед Купить,4296804896,M-9591380818,поиск,текстовый,без изображения,мобильные,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,35-44,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.68,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Купить,4296804896,M-9591380820,поиск,графический,с изображением,десктоп,мужской,не определено,не определено,Остальные,25-34,Купить велосипед,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Купить,4296804896,M-9591380820,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,Без упоминания вашего бренда,2-5%,35-44,Купить велосипед,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.87,1,100.0,115.52,62.4,-,-,-,-,-,-
09.05.2024,Велосипед Купить,4296804896,M-9591380820,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,25-34,Купить велосипед,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,3,0.26,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Купить,4296804896,M-9591380820,поиск,текстовый,без изображения,мобильные,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,18-24,Купить велосипед,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Купить,4296804896,M-9591380820,поиск,текстовый,без изображения,мобильные,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,45-54,Купить велосипед,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,1.0,1,100.0,100.0,37.6,-,-,-,-,-,-
09.05.2024,Велосипед Купить,4296804896,M-9591380820,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,25-34,Купить велосипед,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,1.1,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Купить,4296804896,M-9591380822,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,18-24,Купить велосипед,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.76,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Магазин,4296804897,M-9591380824,поиск,текстовый,без изображения,мобильные,мужской,не определено,не определено,Остальные,старше 55,Магазин велосипедов Centra Market,Centra Market- Большой выбор велосипедов. Более 340 моделей в наличии. Модели 2023г.,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Братск,4296804901,M-9591380852,поиск,графический,с изображением,десктоп,мужской,не определено,не определено,Остальные,25-34,Купить велосипед в Братске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Братск,4296804901,M-9591380852,поиск,графический,с изображением,десктоп,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,45-54,Купить велосипед в Братске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,2,0.13,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Братск,4296804901,M-9591380852,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,45-54,Купить велосипед в Братске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,2,1.87,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Братск,4296804901,M-9591380852,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,старше 55,Купить велосипед в Братске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Братск,4296804901,M-9591380852,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,Купить велосипед в Братске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Ангарск,4296804903,M-9591380860,поиск,текстовый,без изображения,мобильные,не определен,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.57,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Ангарск,4296804903,M-9591380860,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.66,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Ангарск,4296804903,M-9591380860,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,18-24,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Ангарск,4296804903,M-9591380860,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,25-34,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Ангарск,4296804903,M-9591380860,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Ангарск,4296804903,M-9591380860,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,С упоминанием брендов конкурентов,Остальные,25-34,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Ангарск,4296804903,M-9591380862,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,{PHRASEКупить велосипед},Велосипеды в Ангарске. Для взрослых и детей. Бесплатная сборка и настройка!,,2,0.85,1,50.0,117.7,9.49,-,-,-,-,-,-
09.05.2024,Велосипед Ангарск,4296804903,M-9591380864,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,18-24,Купить велосипед в Ангарске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Ангарск,4296804903,M-9591380864,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,Купить велосипед в Ангарске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,3,2.9,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Ангарск,4296804903,M-9591380864,поиск,текстовый,без изображения,мобильные,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,35-44,Купить велосипед в Ангарске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Ангарск,4296804903,M-9591380864,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,25-34,Купить велосипед в Ангарске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,1.0,1,100.0,100.0,30.42,-,-,-,-,-,-
09.05.2024,Велосипед Ангарск,4296804903,M-9591380864,поиск,текстовый,без изображения,планшеты,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,не определен,Купить велосипед в Ангарске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велосипед Ангарск,4296804903,M-9591380864,поиск,текстовый,без изображения,планшеты,мужской,Целевые запросы,С упоминанием брендов конкурентов,Остальные,35-44,Купить велосипед в Ангарске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Веломагазин,4296804905,M-9591380872,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,С упоминанием брендов конкурентов,Остальные,35-44,Магазины велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,2,1.54,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Веломагазин,4296804905,M-9591380874,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,{PHRASEВеломагазин в Иркутске},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Веломагазин,4296804905,M-9591380874,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,45-54,{PHRASEВеломагазин в Иркутске},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.77,1,100.0,130.56,28.12,-,-,-,-,-,-
09.05.2024,Веломагазин,4296804905,M-9591380876,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,С упоминанием брендов конкурентов,6-10%,18-24,Купить велосипед в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велик Купить / Цена,4296804906,M-9591380880,поиск,графический,с изображением,десктоп,мужской,не определено,не определено,Остальные,45-54,{PHRASEКупить велик} в Иркутске,Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велик Купить / Цена,4296804906,M-9591380880,поиск,текстовый,без изображения,мобильные,мужской,не определено,не определено,Остальные,45-54,{PHRASEКупить велик} в Иркутске,Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велик Купить / Цена,4296804906,M-9591380880,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,45-54,{PHRASEКупить велик} в Иркутске,Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велик Купить / Цена,4296804906,M-9591380880,поиск,текстовый,без изображения,мобильные,женский,Узкие запросы,Без упоминания вашего бренда,Остальные,35-44,{PHRASEКупить велик} в Иркутске,Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,2,0.17,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велик Купить / Цена,4296804906,M-9591380882,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,младше 18,Купить велик в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,2,0.17,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велик Купить / Цена,4296804906,M-9591380882,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,Купить велик в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велик Купить / Цена,4296804906,M-9591380882,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,2-5%,25-34,Купить велик в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велик Купить / Цена,4296804906,M-9591380882,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,С упоминанием брендов конкурентов,Остальные,25-34,Купить велик в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.78,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велик ГЕО,4296804907,M-9591380886,поиск,графический,с изображением,десктоп,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,45-54,{PHRASEКупить велик},Велосипеды в наличии. Для взрослых и детей. Бесплатная сборка и настройка!,,6,0.39,0,0.0,0.0,0.0,-,-,-,-,-,-
09.05.2024,Велик ГЕО,4296804907,M-9591380886,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,25-34,{PHRASEКупить велик},Велосипеды в наличии. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Stinger,4296804875,M-9591380676,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,25-34,Магазин велосипедов Stinger,Велосипеды Stinger в Иркутске и обл. От 11 450 руб. Бесплатная сборка и настройка!,,1,1.0,1,100.0,100.0,18.24,-,-,-,-,-,-
10.05.2024,Велосипед Stinger,4296804875,M-9591380676,поиск,графический,с изображением,десктоп,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,старше 55,Магазин велосипедов Stinger,Велосипеды Stinger в Иркутске и обл. От 11 450 руб. Бесплатная сборка и настройка!,,1,0.7,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Stinger,4296804875,M-9591380676,поиск,графический,с изображением,планшеты,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,18-24,Магазин велосипедов Stinger,Велосипеды Stinger в Иркутске и обл. От 11 450 руб. Бесплатная сборка и настройка!,,2,1.52,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Stinger,4296804875,M-9591380680,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,45-54,Велосипеды Stinger,Велосипеды Stinger в Иркутске и обл. От 11 450 руб. Бесплатная сборка и настройка!,,2,1.4,1,50.0,71.27,9.67,-,-,-,-,-,-
10.05.2024,Велосипед Stinger,4296804875,M-9591380680,поиск,текстовый,без изображения,мобильные,женский,Узкие запросы,Без упоминания вашего бренда,6-10%,45-54,Велосипеды Stinger,Велосипеды Stinger в Иркутске и обл. От 11 450 руб. Бесплатная сборка и настройка!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Женский,4296804877,M-9591380694,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,не определен,{PHRASEКупить женский велосипед},Женские велосипеды в Иркутске. Доставка. От 9250 руб. Скидка 15% на все модели!,,1,1.0,1,100.0,100.0,18.17,-,-,-,-,-,-
10.05.2024,Велосипед Девочке,4296804878,M-9591380700,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,{PHRASEКупить велосипед для девочки},Детские велосипеды в Иркутске и обл. Доставка. Бесплатная сборка и настройка!,,1,0.76,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Девочке,4296804878,M-9591380700,поиск,текстовый,без изображения,мобильные,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,35-44,{PHRASEКупить велосипед для девочки},Детские велосипеды в Иркутске и обл. Доставка. Бесплатная сборка и настройка!,,1,0.79,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Складной,4296804880,M-9591380710,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,Магазин складных велосипедов,Centra Market- Большой выбор складных велосипедов. Более 40 моделей. Модели 2023 г.,,1,0.75,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Складной,4296804880,M-9591380712,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,{PHRASEКупить складной велосипед},Складные детские и взрослые велосипеды в Иркутске и обл. От 6230 руб. Модели 2023 г.,,1,0.66,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Детский,4296804882,M-9591380722,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,25-34,Магазин детских велосипедов,Centra Market- Большой выбор детских велосипедов. Все модели на сайте. Модели 2023г.,,2,0.35,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Favorit,4296804884,M-9591380736,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,Магазин велосипедов Favorit,Велосипеды Favorit в Иркутске и обл. От 6 230 руб. Бесплатная сборка и настройка!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Stels,4296804885,M-9591380744,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,Магазин велосипедов Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,0.77,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Stels,4296804885,M-9591380746,поиск,графический,с изображением,десктоп,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,35-44,{PHRASEКупить велосипед Stels},Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,0.86,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Stels,4296804885,M-9591380746,поиск,текстовый,без изображения,мобильные,мужской,не определено,не определено,Остальные,35-44,{PHRASEКупить велосипед Stels},Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Stels,4296804885,M-9591380746,поиск,текстовый,без изображения,мобильные,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,35-44,{PHRASEКупить велосипед Stels},Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Stels,4296804885,M-9591380748,поиск,текстовый,без изображения,мобильные,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,35-44,Велосипеды Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,2,1.08,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Stels,4296804885,M-9591380750,поиск,графический,с изображением,десктоп,мужской,не определено,не определено,Остальные,не определен,Купить велосипед Stels,Велосипеды Stels в Иркутске и обл. 142 модели от 4 850 руб. Акция -15% на все!,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Novatrack,4296804886,M-9591380752,поиск,графический,с изображением,десктоп,мужской,Узкие запросы,С упоминанием вашего бренда,Остальные,35-44,Магазин велосипедов Novatrack,Велосипеды Novatrack в Иркутске и обл. От 3 450 руб. Бесплатная сборка и настройка!,,3,2.38,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Novatrack,4296804886,M-9591380752,поиск,текстовый,без изображения,мобильные,мужской,Узкие запросы,С упоминанием вашего бренда,Остальные,35-44,Магазин велосипедов Novatrack,Велосипеды Novatrack в Иркутске и обл. От 3 450 руб. Бесплатная сборка и настройка!,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Novatrack,4296804886,M-9591380756,поиск,текстовый,без изображения,мобильные,мужской,не определено,не определено,Остальные,35-44,Велосипеды Novatrack,Велосипеды Novatrack в Иркутске и обл. От 3 450 руб. Бесплатная сборка и настройка!,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Подростковый,4296804889,M-9591380772,поиск,текстовый,без изображения,мобильные,женский,Узкие запросы,Без упоминания вашего бренда,Остальные,35-44,Магазин подростковых велосипедов,Centra Market- Большой выбор подростковых велосипедов. Цены от 6990 руб.,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Подростковый,4296804889,M-9591380776,поиск,текстовый,без изображения,мобильные,мужской,Узкие запросы,Без упоминания вашего бренда,2-5%,18-24,Купить подростковый велосипед,Подростковые велосипеды в Иркутске и по области. 90 моделей. От 6990 руб.,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Трехколесный,4296804891,M-9591380786,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,45-54,Магазин трехколесных велосипедов,Centra Market- Большой выбор трехколесных велосипедов. Более 40 моделей 2023 года,,2,1.5,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380804,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,не определен,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.05,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380804,поиск,графический,с изображением,мобильные,мужской,не определено,не определено,Остальные,35-44,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380804,поиск,графический,с изображением,планшеты,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,25-34,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.06,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380804,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380804,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,45-54,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.55,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380804,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,старше 55,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380804,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,С упоминанием брендов конкурентов,Остальные,18-24,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380804,поиск,текстовый,без изображения,мобильные,женский,Альтернативные запросы,С упоминанием брендов конкурентов,Остальные,35-44,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380804,поиск,текстовый,без изображения,мобильные,женский,Узкие запросы,Без упоминания вашего бренда,Остальные,35-44,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380806,поиск,графический,с изображением,мобильные,мужской,не определено,не определено,Остальные,45-54,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей.Бесплатная сборка и настройка!,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380806,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,25-34,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей.Бесплатная сборка и настройка!,,1,0.87,0,0.0,0.0,0.0,-,-,-,-,-,-
