Дата,Группа,№ Группы,№ Объявления,Тип площадки,Формат,Размер изображения,Тип устройства,Пол,Категория таргетинга,Упоминание брендов,Уровень платежеспособности,Возраст,Заголовок,Текст,Ссылка,Показы,Взвешенные показы,Клики,CTR (%),wCTR (%),Расход (руб.),Конверсия (%)/Товар добавлен в корзину,Конверсия (%)/Заказ оформлен,Конверсия (%)/Лид с Centra Market//Динамика,Конверсии/Товар добавлен в корзину,Конверсии/Заказ оформлен,Конверсии/Лид с Centra Market//Динамика
10.05.2024,Велосипед Иркутск,4296804894,M-9591380806,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,С упоминанием брендов конкурентов,Остальные,25-34,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей.Бесплатная сборка и настройка!,,1,0.76,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380806,поиск,текстовый,без изображения,мобильные,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,35-44,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей.Бесплатная сборка и настройка!,,2,0.56,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380808,поиск,графический,с изображением,десктоп,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,старше 55,Купить велосипед в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.05,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380808,поиск,графический,с изображением,десктоп,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,45-54,Купить велосипед в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.66,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380808,поиск,текстовый,без изображения,мобильные,мужской,не определено,не определено,Остальные,25-34,Купить велосипед в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380808,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,Купить велосипед в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,3,0.46,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380808,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,Купить велосипед в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.09,1,100.0,1176.47,20.48,-,-,-,-,-,-
10.05.2024,Велосипед Иркутск,4296804894,M-9591380808,поиск,текстовый,без изображения,мобильные,женский,Узкие запросы,Без упоминания вашего бренда,Остальные,45-54,Купить велосипед в Иркутске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Купить,4296804896,M-9591380816,поиск,графический,с изображением,планшеты,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,25-34,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.67,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Купить,4296804896,M-9591380816,поиск,текстовый,без изображения,мобильные,не определен,Целевые запросы,Без упоминания вашего бренда,Остальные,не определен,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,2,1.44,0,0.0,0.0,0.0,-,-,-,-,-,-
10.05.2024,Велосипед Купить,4296804896,M-9591380816,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,25-34,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,2,1.24,0,0.0,0.0,0.0,-,-,-,-,-,-
